2166,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2167,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2168,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2169,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2170,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2171,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2172,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2173,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2174,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2175,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2176,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2177,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2178,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2179,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2180,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2181,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2182,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2183,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2184,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2185,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2186,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2187,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2188,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2189,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2190,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2191,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2192,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2193,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2194,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2195,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2196,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2197,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2198,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2199,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2200,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2201,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2202,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2203,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
